Partner	Province	District	Health Facility	DATIM_code	SISMA_code	Type	Period	attribute	value	indicator	Lat	Long	emr	epts	idart	disa	em_wave	conflict	corridor	ovc	ycm	pmtct_pda
ECHO	Tete	Moatize	25 de Setembro CS	cGvhZR5kDxQ	1051018	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	3	Recent Pos TB Screen	-16.10712	33.70252	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	25 de Setembro CS	cGvhZR5kDxQ	1051018	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	118	Actively on TPT	-16.10712	33.70252	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	25 de Setembro CS	cGvhZR5kDxQ	1051018	ER_P2	2021-03-20	TX_CURTot	1049	TX_CURR	-16.10712	33.70252	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	25 de Setembro CS	cGvhZR5kDxQ	1051018	ER_P2	2021-03-20	TPT_candidates	491	TPT Candidates	-16.10712	33.70252	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	25 de Setembro CS	cGvhZR5kDxQ	1051018	ER_P2	2021-03-20	TPT_ineligible	19	TPT Ineligible	-16.10712	33.70252	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TX_CURR_TPT_Com	467	TPT Completed	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TX_CURR_TB_tto	13	Recent Active TB TX	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	114	Actively on TPT	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TX_CURTot	1025	TX_CURR	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TPT_candidates	430	TPT Candidates	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	CFM CS	pthlRKVLgNp	1051013	ER_P2	2021-03-20	TPT_ineligible	14	TPT Ineligible	-16.1187284794179	33.7305359156712	1	1	0	0	3	0	0	1	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TX_CURR_TPT_Com	225	TPT Completed	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TX_CURR_TB_tto	6	Recent Active TB TX	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	27	Actively on TPT	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TX_CURTot	376	TX_CURR	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TPT_candidates	118	TPT Candidates	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Cateme CS	qr4pPLTe6Ki	1051017	ER_P3	2021-03-20	TPT_ineligible	6	TPT Ineligible	-16.08809	33.96985	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TX_CURR_TPT_Com	189	TPT Completed	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TX_CURR_TB_tto	0	Recent Active TB TX	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	55	Actively on TPT	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TX_CURTot	466	TX_CURR	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TPT_candidates	222	TPT Candidates	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Mameme II CS	DsuExtGvONG	1051007	ER_P3	2021-03-20	TPT_ineligible	0	TPT Ineligible	-15.9099	34.08333	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TX_CURR_TPT_Com	308	TPT Completed	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TX_CURR_TB_tto	5	Recent Active TB TX	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	55	Actively on TPT	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TX_CURTot	579	TX_CURR	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TPT_candidates	211	TPT Candidates	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Caphirizange PS	dRcaKumSx2h	1051011	ER_P3	2021-03-20	TPT_ineligible	5	TPT Ineligible	-15.80497	34.23953	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TX_CURR_TPT_Com	3352	TPT Completed	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TX_CURR_TB_tto	334	Recent Active TB TX	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	5	Recent Pos TB Screen	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TX_CURR_W_TPT_last7Mo	375	Actively on TPT	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TX_CURTot	7012	TX_CURR	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TPT_candidates	2946	TPT Candidates	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Moatize CS	F42k81lXXMO	1051008	ER_P1	2021-03-20	TPT_ineligible	339	TPT Ineligible	-16.12466	33.74608	1	1	1	1	1	0	0	1	1	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TX_CURR_TPT_Com	753	TPT Completed	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TX_CURR_TB_tto	31	Recent Active TB TX	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	106	Actively on TPT	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TX_CURTot	1531	TX_CURR	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TPT_candidates	640	TPT Candidates	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Moatize	Zóbue CS	dYIdx3HoWbL	1051006	ER_P2	2021-03-20	TPT_ineligible	32	TPT Ineligible	-15.60102	34.43589	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TX_CURR_TPT_Com	389	TPT Completed	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TX_CURR_TB_tto	13	Recent Active TB TX	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	129	Actively on TPT	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TX_CURTot	734	TX_CURR	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TPT_candidates	202	TPT Candidates	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Inhangoma CS	DXrgpyCKD21	1051111	ER_P3	2021-03-20	TPT_ineligible	14	TPT Ineligible	-17.48786	35.24441	1	1	0	0	6	0	0	0	0	0
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TX_CURR_TPT_Com	619	TPT Completed	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TX_CURR_TB_tto	83	Recent Active TB TX	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	0	Recent Pos TB Screen	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	164	Actively on TPT	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TX_CURTot	1543	TX_CURR	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TPT_candidates	677	TPT Candidates	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Mutarara	Mutarara HR	zFzYdXMnPoP	1051101	ER_P2	2021-03-20	TPT_ineligible	83	TPT Ineligible	-17.45098	35.0787	1	1	0	1	3	0	0	0	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TX_CURR_TPT_Com	1162	TPT Completed	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TX_CURR_TB_tto	57	Recent Active TB TX	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	513	Actively on TPT	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TX_CURTot	1859	TX_CURR	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TPT_candidates	126	TPT Candidates	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Mpadue CS	f0WCSs2fwvv	1050120	ER_P2	2021-03-20	TPT_ineligible	58	TPT Ineligible	-16.20222	33.59944	1	1	1	0	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TX_CURR_TPT_Com	475	TPT Completed	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TX_CURR_TB_tto	0	Recent Active TB TX	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	57	Actively on TPT	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TX_CURTot	700	TX_CURR	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TPT_candidates	167	TPT Candidates	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Tete	Tete HP	e9NQxtBNruk	1050100	ER_P2	2021-03-20	TPT_ineligible	1	TPT Ineligible	-16.15422	33.58005	1	1	0	1	2	0	0	1	0	1
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TX_CURR_TPT_Com	400	TPT Completed	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TX_CURR_TB_tto	3	Recent Active TB TX	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	58	Actively on TPT	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TX_CURTot	647	TX_CURR	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TPT_candidates	185	TPT Candidates	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Tete	Moatize	Ncondezi CS	n5SZuEC3O1j	1051003	ER_P3	2021-03-20	TPT_ineligible	4	TPT Ineligible	-15.5314	34.31065	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TX_CURR_TPT_Com	185	TPT Completed	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TX_CURR_TB_tto	2	Recent Active TB TX	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	91	Actively on TPT	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TX_CURTot	486	TX_CURR	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TPT_candidates	207	TPT Candidates	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Barue	Nhazonia CS	Nv5WX50ktwr	1060209	ER_P3	2021-03-20	TPT_ineligible	3	TPT Ineligible	-17.94753	33.19399	1	1	0	0	7	0	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TX_CURR_TPT_Com	170	TPT Completed	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TX_CURR_TB_tto	3	Recent Active TB TX	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	165	Actively on TPT	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TX_CURTot	775	TX_CURR	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TPT_candidates	436	TPT Candidates	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Machaze	Bassane CS	aUMEQzUKI0K	1060506	ER_P3	2021-03-20	TPT_ineligible	4	TPT Ineligible	-20.95461	33.27237	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TX_CURR_TPT_Com	75	TPT Completed	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TX_CURR_TB_tto	12	Recent Active TB TX	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	2	Recent Pos TB Screen	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	209	Actively on TPT	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TX_CURTot	560	TX_CURR	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TPT_candidates	262	TPT Candidates	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Manica	Mossurize	Chaiva CS	kKsL2QkNR4K	1060813	ER_P3	2021-03-20	TPT_ineligible	14	TPT Ineligible	-20.71105	32.79756	1	1	0	0	7	1	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TX_CURR_TPT_Com	110	TPT Completed	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TX_CURR_TB_tto	3	Recent Active TB TX	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	3	Recent Pos TB Screen	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	134	Actively on TPT	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TX_CURTot	447	TX_CURR	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TPT_candidates	197	TPT Candidates	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Cuamba	Adine 3 CS	WQny6fFqvYX	1010202	ER_P3	2021-03-20	TPT_ineligible	6	TPT Ineligible	-14.79797	36.54778	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TX_CURR_TPT_Com	59	TPT Completed	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TX_CURR_TB_tto	30	Recent Active TB TX	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	117	Actively on TPT	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TX_CURTot	547	TX_CURR	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TPT_candidates	340	TPT Candidates	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Niassa	Mecanhelas	Entre-Lagos CS	aoJNeHN9JFY	1011009	ER_P3	2021-03-20	TPT_ineligible	31	TPT Ineligible	-14.98817	35.89184	1	1	0	0	7	0	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TX_CURR_TPT_Com	315	TPT Completed	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TX_CURR_TB_tto	15	Recent Active TB TX	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	3	Recent Pos TB Screen	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TX_CURR_W_TPT_last7Mo	259	Actively on TPT	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TX_CURTot	717	TX_CURR	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TPT_candidates	125	TPT Candidates	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
ECHO	Sofala	Caia	Murraça CS	PPb3XMcCAf3	1070308	ER_P3	2021-03-20	TPT_ineligible	18	TPT Ineligible	-17.71427	35.24731	1	1	0	0	7	1	0	0	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TX_CURR_TPT_Com	930	TPT Completed	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TX_CURR_TB_tto	27	Recent Active TB TX	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TX_CURR_TPT_Not_Comp_POS_Screen	1	Recent Pos TB Screen	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TX_CURR_W_TPT_last7Mo	83	Actively on TPT	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TX_CURTot	1785	TX_CURR	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
EGPAF	Gaza	Bilene	Incaia PS	fgDQSAYp5pj	1090210	ER_P2	2021-03-20	TPT_candidates	744	TPT Candidates	-24.95793	33.21696	1	1	1	0	0	0	0	1	0	0
